title,description
DevOps Engineer,"RgOne™, Redpoint Global’s fully integrated solution, delivers a single point of control for data management, analytics, and marketing execution, so your…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Our team is looking for a detail oriented, quality-obsessed front-end software engineer who writes solid code and is passionate about design, new web, mobile…"
DevOps Engineer,"Advanced knowledge of software development tools, operating systems, virtual and physical infrastructure, network topologies, and security models."
DevOps Engineer,"Locations: NY - New York, United States of America, New York, New York.
 Do you love building and pioneering in the technology space?"
DevOps Engineer,"Innovative B2B marketplace platform, experienced team, serial entrepreneur founder, well-funded, already profitable.
 Knowledge of C#, .net core, and Angular."
DevOps Engineer,"BS in computer science, IT, IS or equivalent technical area of study Working knowledge of enterprise data center technologies including storage platforms,…"
DevOps Engineer,", &amp;Atlassian &amp; Jira) or collaborative workspace software ( e.g .
 Experience with automation software (e.g., &amp;Ansible, Terraform ) &amp;."
DevOps Engineer,"Responsible for building, deploying, maintaining, and automating software development pipeline from source control through production."
DevOps Engineer,"You have a proven track record of implementing a highly secured, scalable applications, and have solid understanding of modern technologies for release…"
DevOps Engineer,"Further consideration if you have YAML experience..
 Must have working experience with building YAML pipelines in Azure DevOps.*."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"If you have a solid background in software engineering and are familiar with Go or Python, we’d like to talk with you.
 Well versed in containers and Kubernetes."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"RgOne™, Redpoint Global’s fully integrated solution, delivers a single point of control for data management, analytics, and marketing execution, so your…"
DevOps Engineer,"Further consideration if you have YAML experience..
 Must have working experience with building YAML pipelines in Azure DevOps.*."
